1,197,2355,402532.96,3283512.40,29.677839,-82.007305,73,58,71
2,198,2355,402536.26,3283512.40,29.677839,-82.007271,74,58,72
3,199,2355,402539.56,3283512.40,29.677839,-82.007236,57,58,66
4,196,2355,402529.66,3283512.40,29.677839,-82.007339,181,72,115
5,196,2356,402529.66,3283509.10,29.677809,-82.007338,107,62,99
6,197,2356,402532.96,3283509.10,29.677809,-82.007304,154,70,126
7,198,2356,402536.26,3283509.10,29.677809,-82.007270,200,79,131
8,199,2356,402539.56,3283509.10,29.677810,-82.007236,203,80,132
9,197,2357,402532.96,3283505.80,29.677779,-82.007304,157,67,119
10,198,2357,402536.26,3283505.80,29.677780,-82.007270,201,79,131
11,199,2357,402539.56,3283505.80,29.677780,-82.007236,135,80,109
12,196,2357,402529.66,3283505.80,29.677779,-82.007338,114,62,102
13,196,2358,402529.66,3283502.50,29.677749,-82.007338,115,63,103
14,197,2358,402532.96,3283502.50,29.677750,-82.007304,158,67,120
15,198,2358,402536.26,3283502.50,29.677750,-82.007270,187,71,129
16,199,2358,402539.56,3283502.50,29.677750,-82.007236,158,67,98
17,198,2359,402536.26,3283499.20,29.677720,-82.007269,220,73,136
18,199,2359,402539.56,3283499.20,29.677720,-82.007235,173,85,120
19,197,2359,402532.96,3283499.20,29.677720,-82.007303,143,59,107
20,198,2360,402536.26,3283495.90,29.677690,-82.007269,136,93,114
21,199,2360,402539.56,3283495.90,29.677691,-82.007235,96,92,106
22,197,2360,402532.96,3283495.90,29.677690,-82.007303,159,99,131
23,199,2361,402539.56,3283492.60,29.677661,-82.007235,96,92,105
24,198,2361,402536.26,3283492.60,29.677660,-82.007269,136,93,114
