1,199,2319,402539.56,3283631.20,29.678911,-82.007247,181,85,140
2,200,2319,402542.86,3283631.20,29.678912,-82.007213,220,86,144
3,201,2319,402546.16,3283631.20,29.678912,-82.007179,154,85,116
4,198,2319,402536.26,3283631.20,29.678911,-82.007281,176,82,136
5,198,2320,402536.26,3283627.90,29.678881,-82.007281,132,84,126
6,199,2320,402539.56,3283627.90,29.678882,-82.007247,226,107,175
7,200,2320,402542.86,3283627.90,29.678882,-82.007213,255,117,173
8,201,2320,402546.16,3283627.90,29.678882,-82.007179,203,131,164
9,199,2321,402539.56,3283624.60,29.678852,-82.007247,197,131,168
10,200,2321,402542.86,3283624.60,29.678852,-82.007212,229,135,175
11,201,2321,402546.16,3283624.60,29.678852,-82.007178,142,114,138
12,198,2321,402536.26,3283624.60,29.678852,-82.007281,181,147,166
13,200,2322,402542.86,3283621.30,29.678822,-82.007212,161,97,122
14,199,2322,402539.56,3283621.30,29.678822,-82.007246,157,94,117
