1,189,2352,402506.56,3283522.30,29.677926,-82.007578,203,67,146
2,190,2352,402509.86,3283522.30,29.677926,-82.007544,96,47,79
3,191,2352,402513.16,3283522.30,29.677927,-82.007510,54,38,60
4,188,2352,402503.26,3283522.30,29.677926,-82.007612,180,76,155
5,188,2353,402503.26,3283519.00,29.677896,-82.007612,170,59,120
6,189,2353,402506.56,3283519.00,29.677896,-82.007578,137,52,96
7,190,2353,402509.86,3283519.00,29.677897,-82.007544,96,47,79
8,191,2353,402513.16,3283519.00,29.677897,-82.007510,54,38,60
9,192,2353,402516.46,3283519.00,29.677897,-82.007476,86,44,79
10,193,2353,402519.76,3283519.00,29.677897,-82.007442,168,56,105
11,188,2354,402503.26,3283515.70,29.677866,-82.007612,172,60,121
12,189,2354,402506.56,3283515.70,29.677867,-82.007578,137,52,96
13,190,2354,402509.86,3283515.70,29.677867,-82.007544,100,50,85
14,191,2354,402513.16,3283515.70,29.677867,-82.007510,118,64,108
15,192,2354,402516.46,3283515.70,29.677867,-82.007475,161,70,126
16,193,2354,402519.76,3283515.70,29.677868,-82.007441,152,66,112
17,191,2355,402513.16,3283512.40,29.677837,-82.007509,195,81,151
18,192,2355,402516.46,3283512.40,29.677838,-82.007475,177,84,146
19,193,2355,402519.76,3283512.40,29.677838,-82.007441,169,77,133
20,190,2355,402509.86,3283512.40,29.677837,-82.007543,145,77,134
