1,211,2288,402579.16,3283733.50,29.679838,-82.006847,188,103,166
2,210,2289,402575.86,3283730.20,29.679808,-82.006881,183,100,161
3,211,2289,402579.16,3283730.20,29.679808,-82.006847,221,138,198
4,209,2289,402572.56,3283730.20,29.679807,-82.006915,166,123,153
5,207,2290,402565.96,3283726.90,29.679777,-82.006983,197,105,157
6,208,2290,402569.26,3283726.90,29.679777,-82.006949,193,102,152
7,209,2290,402572.56,3283726.90,29.679778,-82.006915,168,124,155
8,210,2290,402575.86,3283726.90,29.679778,-82.006881,203,113,192
9,211,2290,402579.16,3283726.90,29.679778,-82.006846,255,121,204
10,208,2291,402569.26,3283723.60,29.679748,-82.006949,189,110,168
11,209,2291,402572.56,3283723.60,29.679748,-82.006914,168,124,155
12,210,2291,402575.86,3283723.60,29.679748,-82.006880,200,111,189
13,211,2291,402579.16,3283723.60,29.679748,-82.006846,255,116,195
14,207,2291,402565.96,3283723.60,29.679747,-82.006983,182,101,167
15,207,2292,402565.96,3283720.30,29.679718,-82.006982,181,100,166
16,208,2292,402569.26,3283720.30,29.679718,-82.006948,187,109,165
17,209,2292,402572.56,3283720.30,29.679718,-82.006914,212,107,190
18,210,2292,402575.86,3283720.30,29.679718,-82.006880,255,115,218
19,211,2292,402579.16,3283720.30,29.679719,-82.006846,255,138,188
20,205,2293,402559.36,3283717.00,29.679687,-82.007050,204,132,203
21,206,2293,402562.66,3283717.00,29.679687,-82.007016,220,136,187
22,207,2293,402565.96,3283717.00,29.679688,-82.006982,185,102,170
23,208,2293,402569.26,3283717.00,29.679688,-82.006948,187,109,166
24,209,2293,402572.56,3283717.00,29.679688,-82.006914,210,107,188
25,210,2293,402575.86,3283717.00,29.679689,-82.006880,255,116,219
26,211,2293,402579.16,3283717.00,29.679689,-82.006846,252,136,185
27,206,2294,402562.66,3283713.70,29.679658,-82.007016,227,141,193
28,205,2294,402559.36,3283713.70,29.679657,-82.007050,194,124,190
29,206,2295,402562.66,3283710.40,29.679628,-82.007016,209,128,175
30,205,2295,402559.36,3283710.40,29.679628,-82.007050,189,121,184
