1,207,2300,402565.96,3283693.90,29.679479,-82.006980,187,92,161
2,206,2300,402562.66,3283693.90,29.679479,-82.007014,235,102,212
3,206,2301,402562.66,3283690.60,29.679449,-82.007014,232,101,197
4,207,2301,402565.96,3283690.60,29.679450,-82.006980,236,103,201
5,205,2301,402559.36,3283690.60,29.679449,-82.007048,247,108,226
6,207,2302,402565.96,3283687.30,29.679420,-82.006979,253,106,194
7,206,2302,402562.66,3283687.30,29.679419,-82.007013,235,103,200
1,206,2316,402562.66,3283641.10,29.679003,-82.007009,133,85,106
2,205,2316,402559.36,3283641.10,29.679002,-82.007043,155,88,117
3,206,2317,402562.66,3283637.80,29.678973,-82.007009,229,108,144
4,205,2317,402559.36,3283637.80,29.678973,-82.007043,182,102,135
5,205,2318,402559.36,3283634.50,29.678943,-82.007043,209,128,159
6,206,2318,402562.66,3283634.50,29.678943,-82.007009,255,127,174
7,207,2318,402565.96,3283634.50,29.678943,-82.006975,227,139,160
8,204,2318,402556.06,3283634.50,29.678942,-82.007077,152,86,114
9,204,2319,402556.06,3283631.20,29.678913,-82.007077,155,75,111
10,205,2319,402559.36,3283631.20,29.678913,-82.007042,161,93,121
11,206,2319,402562.66,3283631.20,29.678913,-82.007008,193,108,150
12,207,2319,402565.96,3283631.20,29.678913,-82.006974,255,132,183
13,208,2319,402569.26,3283631.20,29.678914,-82.006940,242,140,166
14,204,2320,402556.06,3283627.90,29.678883,-82.007076,145,78,114
15,205,2320,402559.36,3283627.90,29.678883,-82.007042,193,94,146
16,206,2320,402562.66,3283627.90,29.678883,-82.007008,255,114,185
17,207,2320,402565.96,3283627.90,29.678884,-82.006974,255,131,193
18,208,2320,402569.26,3283627.90,29.678884,-82.006940,255,144,173
19,209,2320,402572.56,3283627.90,29.678884,-82.006906,232,159,173
20,206,2321,402562.66,3283624.60,29.678854,-82.007008,179,123,163
21,207,2321,402565.96,3283624.60,29.678854,-82.006974,163,110,145
22,208,2321,402569.26,3283624.60,29.678854,-82.006940,182,95,126
23,205,2321,402559.36,3283624.60,29.678853,-82.007042,160,109,139
