1,164,2337,402424.06,3283571.80,29.678366,-82.008435,73,80,94
2,165,2337,402427.36,3283571.80,29.678367,-82.008401,142,104,137
3,166,2337,402430.66,3283571.80,29.678367,-82.008367,210,136,164
4,163,2337,402420.76,3283571.80,29.678366,-82.008469,61,65,79
5,163,2338,402420.76,3283568.50,29.678336,-82.008469,68,59,84
6,164,2338,402424.06,3283568.50,29.678337,-82.008435,105,70,112
7,165,2338,402427.36,3283568.50,29.678337,-82.008401,201,82,152
8,166,2338,402430.66,3283568.50,29.678337,-82.008367,200,82,151
9,167,2338,402433.96,3283568.50,29.678337,-82.008333,169,89,138
10,165,2339,402427.36,3283565.20,29.678307,-82.008401,144,121,147
11,166,2339,402430.66,3283565.20,29.678307,-82.008366,151,104,142
12,167,2339,402433.96,3283565.20,29.678308,-82.008332,165,88,138
13,164,2339,402424.06,3283565.20,29.678307,-82.008435,119,130,138
