FORMATTED DATE-TIME           DT   MG   TR     WS     CW     HW     TP     WC     RH     HI     DP     WB      BP      AL       DA
YYYY-MM-DD HH:MM:SS            s  Mag True    mph    mph    mph     °C     °C      %     °C     °C     °C      mb       m        m
2010-08-31 12:53:30    336574410  ***  ***    0.0    0.0    0.0   27.1   27.1   80.2   30.8   23.4   24.4 1013.70      -4      532
2010-08-31 12:54:00    336574440  ***  ***    0.0    0.0    0.0   27.8   27.8   79.6   32.2   23.9   24.9 1013.80      -5      559
2010-08-31 12:54:30    336574470  ***  ***    3.9    3.9    3.9   26.0   26.0   76.9   28.3   21.7   22.9 1013.60      -4      486
2010-08-31 12:55:00    336574500  ***  ***    4.8    4.8    4.8   25.7   25.7   78.8   27.9   21.7   22.9 1013.50      -3      475
2010-08-31 12:55:30    336574530  ***  ***    3.6    3.6    3.6   25.6   25.6   80.3   27.8   22.0   23.0 1013.50      -3      474
2010-08-31 12:56:00    336574560  ***  ***    1.8    1.8    1.8   25.8   25.8   81.2   28.3   22.4   23.3 1013.60      -3      482
2010-08-31 12:56:30    336574590  ***  ***    4.0    4.0    3.9   25.8   25.8   81.5   28.3   22.4   23.3 1013.70      -4      480
2010-08-31 12:57:00    336574620  ***  ***    1.9    1.9    1.9   26.2   26.2   81.3   29.1   22.7   23.7 1013.50      -3      498
2010-08-31 12:57:30    336574650  ***  ***    4.2    4.2    4.2   25.8   25.8   80.7   28.3   22.3   23.3 1013.60      -4      482
2010-08-31 12:58:00    336574680  ***  ***    0.0    0.0    0.0   26.3   26.3   80.3   29.2   22.6   23.6 1013.60      -3      499
2010-08-31 12:58:30    336574710  ***  ***    3.8    3.8    3.8   25.7   25.7   79.6   28.0   21.9   23.0 1013.60      -4      474
2010-08-31 12:59:00    336574740  ***  ***    2.3    2.3    2.3   26.0   26.0   80.8   28.7   22.4   23.4 1013.60      -3      489
2010-08-31 12:59:30    336574770  ***  ***    4.5    4.5    4.5   25.6   25.6   79.5   27.8   21.7   22.8 1013.60      -4      469
2010-08-31 13:00:00    336574800  ***  ***    2.6    2.6    2.6   25.9   25.9   80.8   28.5   22.4   23.4 1013.60      -4      486
2010-08-31 13:00:30    336574830  ***  ***    4.3    4.3    4.2   26.0   26.0   80.7   28.7   22.4   23.4 1013.70      -4      488
2010-08-31 13:01:00    336574860  ***  ***    1.7    1.7    1.7   26.2   26.2   81.0   29.1   22.7   23.7 1013.70      -4      497
2010-08-31 13:01:30    336574890  ***  ***    2.5    2.5    2.5   26.2   26.2   81.1   29.1   22.7   23.7 1013.70      -5      497
2010-08-31 13:02:00    336574920  ***  ***    3.3    3.3    3.3   26.1   26.1   80.4   28.8   22.5   23.5 1013.70      -4      492
2010-08-31 13:02:30    336574950  ***  ***    0.0    0.0    0.0   27.1   27.1   81.3   31.0   23.6   24.5 1013.60      -4      533
2010-08-31 13:03:00    336574980  ***  ***    3.1    3.1    3.1   26.5   26.5   79.1   29.5   22.5   23.6 1013.70      -4      505
2010-08-31 13:03:30    336575010  ***  ***    2.6    2.6    2.6   25.9   25.9   78.5   28.2   21.9   23.0 1013.60      -4      482
2010-08-31 13:04:00    336575040  ***  ***    4.4    4.4    4.4   25.9   25.9   78.4   28.2   21.9   23.0 1013.60      -3      482
2010-08-31 13:04:30    336575070  ***  ***    2.8    2.8    2.8   25.9   25.9   79.2   28.4   22.1   23.2 1013.60      -4      484
2010-08-31 13:05:00    336575100  ***  ***    2.1    2.1    2.1   26.0   26.0   79.3   28.6   22.1   23.2 1013.60      -4      486
2010-08-31 13:05:30    336575130  ***  ***    2.1    2.1    2.1   26.4   26.4   80.8   29.5   22.8   23.8 1013.70      -4      504
2010-08-31 13:06:00    336575160  ***  ***    2.8    2.8    2.7   26.2   26.2   79.3   29.0   22.3   23.4 1013.70      -4      494
2010-08-31 13:06:30    336575190  ***  ***    3.9    3.9    3.9   26.2   26.2   79.3   29.0   22.3   23.4 1013.60      -4      496
2010-08-31 13:07:00    336575220  ***  ***    1.8    1.8    1.8   26.2   26.2   78.6   28.9   22.2   23.3 1013.60      -4      495
2010-08-31 13:07:30    336575250  ***  ***    0.0    0.0    0.0   26.9   26.9   80.0   30.4   23.1   24.1 1013.60      -4      524
2010-08-31 13:08:00    336575280  ***  ***    4.2    4.2    4.2   26.2   26.2   78.0   28.8   22.1   23.3 1013.60      -4      495
2010-08-31 13:08:30    336575310  ***  ***    3.1    3.1    3.1   26.0   26.0   77.9   28.4   21.8   23.0 1013.60      -4      484
2010-08-31 13:09:00    336575340  ***  ***    2.2    2.2    2.2   26.6   26.6   79.7   29.8   22.8   23.8 1013.60      -4      513
2010-08-31 13:09:30    336575370  ***  ***    2.2    2.2    2.2   26.5   26.5   79.0   29.5   22.6   23.7 1013.70      -4      506
2010-08-31 13:10:00    336575400  ***  ***    2.9    2.9    2.9   26.5   26.5   78.8   29.5   22.5   23.6 1013.80      -5      507
2010-08-31 13:10:30    336575430  ***  ***    3.1    3.1    3.1   26.4   26.4   78.7   29.3   22.4   23.5 1013.70      -4      501
2010-08-31 13:11:00    336575460  ***  ***    0.9    0.9    0.9   26.5   26.5   78.0   29.4   22.4   23.5 1013.60      -4      506
2010-08-31 13:11:30    336575490  ***  ***    0.0    0.0    0.0   27.0   27.0   78.4   30.4   22.9   24.0 1013.70      -4      524
2010-08-31 13:12:00    336575520  ***  ***    2.8    2.8    2.8   26.6   26.6   77.2   29.4   22.3   23.5 1013.80      -5      509
2010-08-31 13:12:30    336575550  ***  ***    4.0    4.0    4.0   26.4   26.4   77.1   29.0   22.1   23.3 1013.70      -4      500
2010-08-31 13:13:00    336575580  ***  ***    4.0    4.0    4.0   26.5   26.5   78.5   29.4   22.4   23.5 1013.70      -5      504
2010-08-31 13:13:30    336575610  ***  ***    2.6    2.6    2.6   27.1   27.1   79.6   30.8   23.3   24.3 1013.70      -4      532
2010-08-31 13:14:00    336575640  ***  ***    1.1    1.1    1.1   27.2   27.2   78.4   30.8   23.1   24.2 1013.70      -4      532
2010-08-31 13:14:30    336575670  ***  ***    1.9    1.9    1.9   26.9   26.9   76.7   29.9   22.5   23.7 1013.70      -4      522
2010-08-31 13:15:00    336575700  ***  ***    4.5    4.5    4.5   26.3   26.3   76.6   28.8   21.9   23.2 1013.70      -4      496
2010-08-31 13:15:30    336575730  ***  ***    2.3    2.3    2.3   26.4   26.4   77.5   29.1   22.1   23.3 1013.70      -5      500
2010-08-31 13:16:00    336575760  ***  ***    1.6    1.6    1.6   26.7   26.7   77.7   29.7   22.5   23.7 1013.70      -4      513
2010-08-31 13:16:30    336575790  ***  ***    1.8    1.8    1.8   26.5   26.5   77.3   29.2   22.2   23.4 1013.70      -4      504
2010-08-31 13:17:00    336575820  ***  ***    4.1    4.1    4.1   26.5   26.5   77.4   29.3   22.2   23.4 1013.70      -4      502
2010-08-31 13:17:30    336575850  ***  ***    3.6    3.6    3.6   26.4   26.4   77.9   29.1   22.2   23.4 1013.70      -4      500
2010-08-31 13:18:00    336575880  ***  ***    2.1    2.1    2.1   26.5   26.5   78.0   29.4   22.4   23.5 1013.70      -4      505
2010-08-31 13:18:30    336575910  ***  ***    2.9    2.9    2.9   26.6   26.6   78.1   29.6   22.4   23.6 1013.70      -4      507
2010-08-31 13:19:00    336575940  ***  ***    6.1    6.1    6.1   26.4   26.4   77.4   29.1   22.2   23.4 1013.70      -5      501
2010-08-31 13:19:30    336575970  ***  ***    5.1    5.1    5.1   26.6   26.6   77.7   29.5   22.4   23.6 1013.70      -4      508
2010-08-31 13:20:00    336576000  ***  ***    3.7    3.7    3.7   26.4   26.4   76.8   29.0   22.0   23.2 1013.70      -4      500
2010-08-31 13:20:30    336576030  ***  ***    4.6    4.6    4.6   26.5   26.5   77.3   29.2   22.2   23.4 1013.60      -4      505
2010-08-31 13:21:00    336576060  ***  ***    4.1    4.1    4.1   26.7   26.7   78.0   29.8   22.5   23.7 1013.70      -4      511
2010-08-31 13:21:30    336576090  ***  ***    4.5    4.5    4.5   26.8   26.8   77.9   29.9   22.6   23.7 1013.70      -4      516
2010-08-31 13:22:00    336576120  ***  ***    4.7    4.7    4.7   26.7   26.7   77.0   29.6   22.3   23.5 1013.60      -4      511
2010-08-31 13:22:30    336576150  ***  ***    3.7    3.7    3.7   26.6   26.6   76.3   29.3   22.1   23.4 1013.60      -3      508
2010-08-31 13:23:00    336576180  ***  ***    3.4    3.4    3.4   26.7   26.7   76.3   29.5   22.1   23.4 1013.70      -4      509
2010-08-31 13:23:30    336576210  ***  ***    3.7    3.7    3.7   26.6   26.6   76.5   29.4   22.2   23.4 1013.70      -5      509
2010-08-31 13:24:00    336576240  ***  ***    7.9    7.9    7.9   26.5   26.5   75.6   29.1   21.8   23.1 1013.70      -4      501
2010-08-31 13:24:30    336576270  ***  ***    6.8    6.8    6.8   26.7   26.7   76.4   29.6   22.2   23.5 1013.80      -5      511
2010-08-31 13:25:00    336576300  ***  ***    5.4    5.4    5.4   26.4   26.4   74.9   28.7   21.6   23.0 1013.70      -4      496
2010-08-31 13:25:30    336576330  ***  ***    4.3    4.3    4.3   26.5   26.5   75.5   29.0   21.8   23.1 1013.80      -5      501
2010-08-31 13:26:00    336576360  ***  ***    5.5    5.5    5.5   26.9   26.9   76.9   30.0   22.5   23.7 1013.80      -5      518
2010-08-31 13:26:30    336576390  ***  ***    3.0    3.0    3.0   26.5   26.5   75.1   29.0   21.8   23.1 1013.80      -5      500
2010-08-31 13:27:00    336576420  ***  ***    4.4    4.4    4.4   26.6   26.6   74.8   29.1   21.7   23.1 1013.80      -5      504
2010-08-31 13:27:30    336576450  ***  ***    4.8    4.8    4.8   27.0   27.0   76.1   30.0   22.4   23.7 1013.80      -5      522
2010-08-31 13:28:00    336576480  ***  ***    6.8    6.8    6.8   26.8   26.8   74.9   29.5   21.9   23.3 1013.80      -5      511
2010-08-31 13:28:30    336576510  ***  ***    6.9    6.9    6.9   26.5   26.5   73.9   28.9   21.5   23.0 1013.70      -5      499
2010-08-31 13:29:00    336576540  ***  ***    2.7    2.7    2.7   26.6   26.6   74.5   29.1   21.7   23.1 1013.70      -5      504
2010-08-31 13:29:30    336576570  ***  ***    4.5    4.5    4.5   26.9   26.9   75.5   29.8   22.2   23.5 1013.80      -5      519
2010-08-31 13:30:00    336576600  ***  ***    6.7    6.7    6.7   26.8   26.8   75.9   29.7   22.2   23.5 1013.80      -5      513
2010-08-31 13:30:30    336576630  ***  ***    4.2    4.2    4.2   26.6   26.6   74.2   29.1   21.6   23.0 1013.70      -4      503
2010-08-31 13:31:00    336576660  ***  ***    5.5    5.5    5.5   26.5   26.5   74.9   28.9   21.7   23.1 1013.70      -4      501
2010-08-31 13:31:30    336576690  ***  ***    5.6    5.6    5.6   26.8   26.8   75.0   29.6   22.0   23.3 1013.70      -5      512
2010-08-31 13:32:00    336576720  ***  ***    6.9    6.9    6.9   26.8   26.8   76.1   29.7   22.2   23.5 1013.80      -5      514
2010-08-31 13:32:30    336576750  ***  ***    8.8    8.8    8.8   26.6   26.6   74.9   29.1   21.8   23.2 1013.80      -5      504
2010-08-31 13:33:00    336576780  ***  ***    6.6    6.6    6.6   26.7   26.7   75.3   29.4   21.9   23.3 1013.80      -5      508
2010-08-31 13:33:30    336576810  ***  ***    2.6    2.6    2.6   27.3   27.3   76.7   30.7   22.8   24.0 1013.80      -5      534
2010-08-31 13:34:00    336576840  ***  ***    4.7    4.7    4.7   26.7   26.7   74.2   29.2   21.7   23.1 1013.70      -5      507
2010-08-31 13:34:30    336576870  ***  ***    3.9    3.9    3.9   26.6   26.6   74.1   29.1   21.6   23.0 1013.80      -5      504
2010-08-31 13:35:00    336576900  ***  ***    6.6    6.6    6.6   27.1   27.1   75.1   30.2   22.3   23.6 1013.70      -5      527
2010-08-31 13:35:30    336576930  ***  ***    5.3    5.3    5.3   26.7   26.7   73.7   29.2   21.6   23.0 1013.70      -4      506
2010-08-31 13:36:00    336576960  ***  ***    5.5    5.5    5.5   26.8   26.8   75.2   29.6   22.0   23.3 1013.80      -5      511
2010-08-31 13:36:30    336576990  ***  ***    6.6    6.6    6.6   27.1   27.1   75.9   30.2   22.5   23.8 1013.80      -5      525
2010-08-31 13:37:00    336577020  ***  ***    2.8    2.8    2.8   27.1   27.1   75.0   30.2   22.2   23.6 1013.70      -5      524
2010-08-31 13:37:30    336577050  ***  ***    3.3    3.3    3.3   27.1   27.1   74.4   30.1   22.2   23.6 1013.70      -5      524
2010-08-31 13:38:00    336577080  ***  ***    4.6    4.6    4.6   27.2   27.2   74.5   30.2   22.2   23.6 1013.70      -4      527
2010-08-31 13:38:30    336577110  ***  ***    5.7    5.7    5.7   26.8   26.8   73.6   29.4   21.7   23.2 1013.80      -5      513
2010-08-31 13:39:00    336577140  ***  ***    1.5    1.5    1.5   27.1   27.1   74.3   30.0   22.2   23.6 1013.70      -4      525
2010-08-31 13:39:30    336577170  ***  ***    5.9    5.9    5.9   27.0   27.0   74.0   29.8   22.0   23.4 1013.80      -5      519
2010-08-31 13:40:00    336577200  ***  ***    4.9    4.9    4.9   27.0   27.0   74.3   29.8   22.1   23.5 1013.80      -5      521
2010-08-31 13:40:30    336577230  ***  ***    3.8    3.8    3.8   27.0   27.0   74.3   29.8   22.0   23.4 1013.70      -4      520
2010-08-31 13:41:00    336577260  ***  ***    6.1    6.1    6.1   27.1   27.1   74.9   30.1   22.3   23.6 1013.80      -5      525
2010-08-31 13:41:30    336577290  ***  ***    5.6    5.6    5.6   27.5   27.5   75.7   31.0   22.8   24.1 1013.80      -5      540
2010-08-31 13:42:00    336577320  ***  ***    3.4    3.4    3.4   27.6   27.6   74.8   31.0   22.7   24.0 1013.90      -6      543
2010-08-31 13:42:30    336577350  ***  ***    4.9    4.9    4.9   27.4   27.4   74.3   30.5   22.5   23.8 1013.80      -5      537
2010-08-31 13:43:00    336577380  ***  ***    4.5    4.5    4.4   27.2   27.2   73.8   30.2   22.2   23.6 1013.70      -4      529
2010-08-31 13:43:30    336577410  ***  ***    7.3    7.3    7.3   27.3   27.3   73.6   30.3   22.2   23.6 1013.80      -5      532
2010-08-31 13:44:00    336577440  ***  ***    5.2    5.2    5.2   27.2   27.2   73.4   30.1   22.0   23.4 1013.80      -5      525
2010-08-31 13:44:30    336577470  ***  ***    7.1    7.1    7.1   27.0   27.0   73.3   29.7   21.8   23.3 1013.70      -4      519
2010-08-31 13:45:00    336577500  ***  ***    4.4    4.4    4.4   27.0   27.0   73.5   29.7   21.9   23.3 1013.70      -5      520
2010-08-31 13:45:30    336577530  ***  ***    4.1    4.1    4.1   27.3   27.3   74.1   30.3   22.3   23.7 1013.80      -5      532
2010-08-31 13:46:00    336577560  ***  ***    2.1    2.1    2.1   27.3   27.3   73.5   30.3   22.2   23.6 1013.70      -4      531
2010-08-31 13:46:30    336577590  ***  ***    3.8    3.8    3.8   27.5   27.5   73.6   30.6   22.3   23.7 1013.70      -5      538
2010-08-31 13:47:00    336577620  ***  ***    1.6    1.6    1.6   28.3   28.3   75.8   32.8   23.6   24.8 1013.90      -6      572
2010-08-31 13:47:30    336577650  ***  ***    2.2    2.2    2.2   28.5   28.5   74.4   33.1   23.5   24.8 1013.90      -6      576
2010-08-31 13:48:00    336577680  ***  ***    4.6    4.6    4.6   27.3   27.3   71.2   30.0   21.6   23.2 1013.70      -4      528
2010-08-31 13:48:30    336577710  ***  ***    4.9    4.9    4.9   27.7   27.7   73.3   31.0   22.5   23.9 1013.70      -4      547
2010-08-31 13:49:00    336577740  ***  ***    6.6    6.6    6.6   27.4   27.4   73.4   30.4   22.2   23.7 1013.80      -5      533
2010-08-31 13:49:30    336577770  ***  ***    7.0    7.0    7.0   27.1   27.1   72.3   29.8   21.7   23.2 1013.80      -5      520
2010-08-31 13:50:00    336577800  ***  ***    3.1    3.1    3.1   27.8   27.8   73.9   31.3   22.7   24.1 1013.80      -5      552
2010-08-31 13:50:30    336577830  ***  ***    4.6    4.6    4.6   27.6   27.6   73.1   30.8   22.4   23.8 1013.80      -5      543
2010-08-31 13:51:00    336577860  ***  ***    5.5    5.5    5.5   27.4   27.4   73.0   30.4   22.1   23.6 1013.90      -6      532
2010-08-31 13:51:30    336577890  ***  ***    6.6    6.6    6.6   27.3   27.3   72.4   30.2   21.9   23.4 1013.80      -5      528
2010-08-31 13:52:00    336577920  ***  ***    4.0    4.0    4.0   27.5   27.5   73.0   30.6   22.2   23.7 1013.80      -5      538
2010-08-31 13:52:30    336577950  ***  ***    5.0    5.0    5.0   27.6   27.6   73.7   30.9   22.5   23.9 1013.90      -6      542
2010-08-31 13:53:00    336577980  ***  ***    6.8    6.8    6.8   27.4   27.4   71.9   30.2   21.9   23.4 1013.80      -5      532
2010-08-31 13:53:30    336578010  ***  ***    8.2    8.2    8.2   27.5   27.5   72.5   30.5   22.1   23.6 1013.80      -5      536
2010-08-31 13:54:00    336578040  ***  ***    4.4    4.4    4.4   27.5   27.5   72.7   30.5   22.1   23.6 1013.80      -5      537
2010-08-31 13:54:30    336578070  ***  ***    4.2    4.2    4.2   27.7   27.7   74.1   31.1   22.6   24.0 1013.80      -6      546
2010-08-31 13:55:00    336578100  ***  ***    4.6    4.6    4.6   28.0   28.0   73.1   31.6   22.7   24.1 1013.80      -5      556
2010-08-31 13:55:30    336578130  ***  ***    4.8    4.8    4.8   27.5   27.5   72.0   30.4   22.0   23.5 1013.80      -5      534
2010-08-31 13:56:00    336578160  ***  ***    5.7    5.7    5.7   27.1   27.1   71.2   29.6   21.5   23.1 1013.80      -5      519
2010-08-31 13:56:30    336578190  ***  ***    7.3    7.3    7.3   27.4   27.4   72.1   30.3   21.9   23.4 1013.80      -5      532
2010-08-31 13:57:00    336578220  ***  ***    6.9    6.9    6.9   27.2   27.2   72.5   30.0   21.8   23.3 1013.80      -5      524
2010-08-31 13:57:30    336578250  ***  ***    4.6    4.6    4.6   27.3   27.3   73.0   30.2   22.0   23.4 1013.80      -6      528
2010-08-31 13:58:00    336578280  ***  ***    6.6    6.6    6.6   27.2   27.2   72.1   29.9   21.7   23.3 1013.90      -6      522
2010-08-31 13:58:30    336578310  ***  ***    2.0    2.0    2.0   27.5   27.5   72.9   30.5   22.2   23.7 1013.90      -6      537
2010-08-31 13:59:00    336578340  ***  ***    4.2    4.2    4.2   27.6   27.6   72.6   30.7   22.2   23.7 1013.80      -5      540
2010-08-31 13:59:30    336578370  ***  ***    4.8    4.8    4.8   27.5   27.5   72.9   30.5   22.2   23.7 1013.90      -6      534
2010-08-31 14:00:00    336578400  ***  ***    8.0    8.0    8.0   27.4   27.4   72.2   30.3   22.0   23.5 1013.90      -6      532
2010-08-31 14:00:30    336578430  ***  ***    6.0    6.0    6.0   27.5   27.5   71.8   30.4   21.9   23.5 1013.90      -6      534
2010-08-31 14:01:00    336578460  ***  ***    5.7    5.7    5.7   27.5   27.5   71.5   30.3   21.9   23.5 1013.90      -6      532
2010-08-31 14:01:30    336578490  ***  ***    3.0    3.0    3.0   27.7   27.7   73.0   31.0   22.4   23.8 1013.80      -6      544
2010-08-31 14:02:00    336578520  ***  ***    5.4    5.4    5.4   27.8   27.8   72.8   31.1   22.5   23.9 1014.00      -7      549
2010-08-31 14:02:30    336578550  ***  ***    5.0    5.0    5.0   27.9   27.9   71.6   31.2   22.3   23.8 1013.90      -6      550
2010-08-31 14:03:00    336578580  ***  ***    6.4    6.4    6.4   27.6   27.6   71.2   30.5   21.9   23.5 1014.00      -7      534
2010-08-31 14:03:30    336578610  ***  ***    5.1    5.1    5.1   28.0   28.0   71.7   31.4   22.5   24.0 1013.90      -6      556
2010-08-31 14:04:00    336578640  ***  ***    8.6    8.6    8.6   27.8   27.8   71.4   30.9   22.2   23.8 1014.00      -7      545
2010-08-31 14:04:30    336578670  ***  ***    4.6    4.6    4.6   27.5   27.5   70.7   30.3   21.7   23.3 1013.90      -6      532
2010-08-31 14:05:00    336578700  ***  ***    7.0    7.0    7.0   27.5   27.5   71.0   30.3   21.8   23.4 1013.90      -6      534
2010-08-31 14:05:30    336578730  ***  ***    7.7    7.7    7.7   27.7   27.7   71.9   30.8   22.2   23.7 1013.90      -6      543
2010-08-31 14:06:00    336578760  ***  ***    8.4    8.4    8.4   28.0   28.0   72.4   31.5   22.5   24.0 1014.00      -7      553
2010-08-31 14:06:30    336578790  ***  ***    8.1    8.1    8.1   27.7   27.7   71.2   30.7   22.0   23.6 1013.90      -6      540
2010-08-31 14:07:00    336578820  ***  ***    2.7    2.7    2.7   27.9   27.9   71.9   31.2   22.4   23.9 1013.90      -6      553
2010-08-31 14:07:30    336578850  ***  ***    3.5    3.5    3.5   27.7   27.7   70.9   30.6   22.0   23.6 1013.90      -6      543
2010-08-31 14:08:00    336578880  ***  ***    5.1    5.1    5.1   27.6   27.6   70.5   30.4   21.7   23.4 1013.90      -6      537
2010-08-31 14:08:30    336578910  ***  ***    4.1    4.1    4.1   27.8   27.8   71.4   30.9   22.1   23.7 1014.00      -7      544
2010-08-31 14:09:00    336578940  ***  ***    3.8    3.8    3.8   27.6   27.6   70.7   30.4   21.8   23.4 1014.00      -7      538
2010-08-31 14:09:30    336578970  ***  ***    4.4    4.4    4.4   27.9   27.9   71.5   31.1   22.2   23.8 1013.90      -6      550
2010-08-31 14:10:00    336579000  ***  ***    3.3    3.3    3.3   27.7   27.7   72.0   30.8   22.2   23.7 1013.90      -6      544
2010-08-31 14:10:30    336579030  ***  ***    4.5    4.5    4.5   27.6   27.6   71.2   30.5   21.9   23.5 1014.00      -7      537
2010-08-31 14:11:00    336579060  ***  ***    5.2    5.2    5.2   27.6   27.6   71.8   30.6   22.1   23.6 1013.90      -6      539
2010-08-31 14:11:30    336579090  ***  ***    3.4    3.4    3.4   28.3   28.3   72.3   32.2   22.8   24.3 1014.00      -7      564
2010-08-31 14:12:00    336579120  ***  ***    6.1    6.1    6.1   28.0   28.0   70.5   31.2   22.2   23.8 1014.00      -7      554
2010-08-31 14:12:30    336579150  ***  ***    6.6    6.6    6.6   27.7   27.7   70.4   30.6   21.8   23.4 1013.90      -6      540
2010-08-31 14:13:00    336579180  ***  ***    3.8    3.8    3.8   27.9   27.9   71.6   31.2   22.3   23.8 1013.90      -6      550
2010-08-31 14:13:30    336579210  ***  ***    5.1    5.1    5.1   28.0   28.0   72.0   31.4   22.4   23.9 1014.00      -7      553
2010-08-31 14:14:00    336579240  ***  ***    7.2    7.2    7.2   27.7   27.7   70.4   30.6   21.9   23.5 1014.00      -7      540
2010-08-31 14:14:30    336579270  ***  ***    3.7    3.7    3.7   27.7   27.7   71.2   30.7   22.0   23.6 1013.90      -6      543
2010-08-31 14:15:00    336579300  ***  ***    5.1    5.1    5.1   27.7   27.7   71.5   30.7   22.1   23.7 1013.90      -6      544
2010-08-31 14:15:30    336579330  ***  ***    5.0    5.0    5.0   27.8   27.8   72.0   31.0   22.3   23.8 1013.90      -6      548
2010-08-31 14:16:00    336579360  ***  ***    1.7    1.7    1.7   27.7   27.7   71.5   30.7   22.1   23.7 1013.90      -6      541
2010-08-31 14:16:30    336579390  ***  ***    7.8    7.8    7.8   27.6   27.6   71.5   30.5   22.0   23.5 1013.90      -6      540
