FORMATTED DATE-TIME           DT   MG   TR     WS     CW     HW     TP     WC     RH     HI     DP     WB      BP      AL       DA
YYYY-MM-DD HH:MM:SS            s  Mag True    mph    mph    mph     °C     °C      %     °C     °C     °C      mb       m        m
2010-09-01 17:33:30    336677610  ***  ***    1.4    1.4    1.3   37.5   37.5   38.7   43.4   21.1   25.5 1009.80      27      908
2010-09-01 17:34:00    336677640  ***  ***    0.8    0.8    0.8   38.4   38.4   41.1   46.5   22.8   26.8 1009.80      27      948
2010-09-01 17:34:30    336677670  ***  ***    0.0    0.0    0.0   38.8   38.8   40.0   47.0   22.7   26.8 1009.80      26      959
2010-09-01 17:35:00    336677700  ***  ***    0.8    0.8    0.8   37.7   37.7   38.6   43.8   21.2   25.7 1009.80      27      915
2010-09-01 17:35:30    336677730  ***  ***    0.0    0.0    0.0   36.7   36.7   40.1   42.3   20.9   25.2 1009.70      27      879
2010-09-01 17:36:00    336677760  ***  ***    0.0    0.0    0.0   37.0   37.0   41.5   43.5   21.8   25.8 1009.80      27      895
2010-09-01 17:36:30    336677790  ***  ***    0.9    0.9    0.9   36.4   36.4   40.9   42.0   21.0   25.2 1009.60      28      872
2010-09-01 17:37:00    336677820  ***  ***    1.1    1.1    1.1   34.6   34.6   40.9   38.3   19.4   23.8 1009.60      28      803
2010-09-01 17:37:30    336677850  ***  ***    0.0    0.0    0.0   35.5   35.5   44.3   41.3   21.5   25.3 1009.70      27      842
2010-09-01 17:38:00    336677880  ***  ***    0.0    0.0    0.0   37.2   37.2   44.8   45.3   23.2   26.7 1009.80      27      911
2010-09-01 17:38:30    336677910  ***  ***    0.9    0.9    0.9   37.1   37.1   42.1   44.0   22.1   26.0 1009.80      27      900
2010-09-01 17:39:00    336677940  ***  ***    1.1    1.1    1.1   36.7   36.7   40.7   42.6   21.2   25.4 1009.70      27      882
2010-09-01 17:39:30    336677970  ***  ***    0.7    0.7    0.7   37.7   37.7   42.3   45.4   22.7   26.6 1009.70      27      924
2010-09-01 17:40:00    336678000  ***  ***    0.0    0.0    0.0   38.3   38.3   40.9   46.3   22.7   26.7 1009.70      27      943
2010-09-01 17:40:30    336678030  ***  ***    1.1    1.1    1.1   37.7   37.7   39.8   44.3   21.7   26.0 1009.80      27      918
2010-09-01 17:41:00    336678060  ***  ***    1.4    1.4    1.4   36.6   36.6   39.7   42.0   20.6   25.0 1009.70      27      875
2010-09-01 17:41:30    336678090  ***  ***    0.8    0.8    0.8   36.9   36.9   41.4   43.3   21.6   25.7 1009.60      28      891
2010-09-01 17:42:00    336678120  ***  ***    0.0    0.0    0.0   38.1   38.1   41.4   46.0   22.7   26.7 1009.70      27      936
2010-09-01 17:42:30    336678150  ***  ***    1.3    1.3    1.3   37.2   37.2   40.4   43.4   21.5   25.7 1009.70      27      899
2010-09-01 17:43:00    336678180  ***  ***    0.0    0.0    0.0   37.7   37.7   40.4   44.5   21.9   26.1 1009.70      27      918
2010-09-01 17:43:30    336678210  ***  ***    0.0    0.0    0.0   37.6   37.6   40.0   44.2   21.7   25.9 1009.70      28      915
2010-09-01 17:44:00    336678240  ***  ***    0.0    0.0    0.0   37.5   37.5   39.8   43.9   21.6   25.8 1009.60      28      913
2010-09-01 17:44:30    336678270  ***  ***    1.1    1.1    1.1   36.7   36.7   39.8   42.2   20.8   25.2 1009.60      28      882
2010-09-01 17:45:00    336678300  ***  ***    0.0    0.0    0.0   38.6   38.6   42.1   47.6   23.4   27.2 1009.60      29      959
2010-09-01 17:45:30    336678330  ***  ***    0.9    0.9    0.9   38.5   38.5   39.5   46.1   22.3   26.5 1009.60      28      949
2010-09-01 17:46:00    336678360  ***  ***    0.0    0.0    0.0   39.6   39.6   39.9   48.8   23.4   27.4 1009.60      28      993
2010-09-01 17:46:30    336678390  ***  ***    1.3    1.3    1.3   38.3   38.3   39.0   45.4   21.9   26.2 1009.60      28      941
2010-09-01 17:47:00    336678420  ***  ***    0.0    0.0    0.0   38.4   38.4   39.4   45.8   22.2   26.4 1009.60      29      945
2010-09-01 17:47:30    336678450  ***  ***    1.3    1.3    1.3   37.3   37.3   38.1   42.8   20.7   25.2 1009.60      29      901
2010-09-01 17:48:00    336678480  ***  ***    2.2    2.2    2.2   37.0   37.0   39.1   42.6   20.8   25.2 1009.50      29      891
2010-09-01 17:48:30    336678510  ***  ***    1.2    1.2    1.2   37.2   37.2   40.0   43.3   21.3   25.6 1009.50      29      901
2010-09-01 17:49:00    336678540  ***  ***    1.2    1.2    1.2   37.0   37.0   39.9   42.8   21.1   25.4 1009.50      29      892
2010-09-01 17:49:30    336678570  ***  ***    0.9    0.9    0.9   37.3   37.3   39.6   43.3   21.3   25.6 1009.50      29      907
2010-09-01 17:50:00    336678600  ***  ***    1.0    1.0    1.0   37.3   37.3   40.3   43.6   21.6   25.8 1009.50      29      907
2010-09-01 17:50:30    336678630  ***  ***    1.0    1.0    1.0   37.7   37.7   40.1   44.4   21.8   26.0 1009.50      29      919
2010-09-01 17:51:00    336678660  ***  ***    1.5    1.5    1.5   36.2   36.2   38.3   40.7   19.7   24.4 1009.50      29      857
2010-09-01 17:51:30    336678690  ***  ***    1.7    1.7    1.7   36.7   36.7   40.5   42.5   21.1   25.3 1009.50      29      884
2010-09-01 17:52:00    336678720  ***  ***    1.5    1.5    1.5   37.0   37.0   41.0   43.3   21.5   25.7 1009.50      29      896
2010-09-01 17:52:30    336678750  ***  ***    0.8    0.8    0.8   37.5   37.5   39.7   43.9   21.5   25.8 1009.50      29      911
2010-09-01 17:53:00    336678780  ***  ***    0.0    0.0    0.0   38.4   38.4   41.2   46.6   22.9   26.8 1009.50      29      949
2010-09-01 17:53:30    336678810  ***  ***    0.9    0.9    0.9   38.4   38.4   39.4   45.8   22.1   26.4 1009.40      30      945
2010-09-01 17:54:00    336678840  ***  ***    1.5    1.5    1.5   37.3   37.3   38.7   43.0   20.9   25.3 1009.50      29      903
2010-09-01 17:54:30    336678870  ***  ***    1.4    1.4    1.4   36.9   36.9   39.6   42.5   20.9   25.2 1009.40      30      890
2010-09-01 17:55:00    336678900  ***  ***    1.4    1.4    1.4   36.6   36.6   39.9   42.0   20.7   25.1 1009.40      30      879
2010-09-01 17:55:30    336678930  ***  ***    1.7    1.7    1.7   37.1   37.1   40.2   43.2   21.3   25.6 1009.40      30      897
2010-09-01 17:56:00    336678960  ***  ***    0.8    0.8    0.8   37.2   37.2   40.5   43.5   21.5   25.7 1009.40      30      901
2010-09-01 17:56:30    336678990  ***  ***    1.4    1.4    1.4   36.9   36.9   39.8   42.6   21.0   25.3 1009.40      30      891
2010-09-01 17:57:00    336679020  ***  ***    1.1    1.1    1.1   36.8   36.8   40.9   42.9   21.3   25.4 1009.40      30      889
2010-09-01 17:57:30    336679050  ***  ***    0.9    0.9    0.9   37.3   37.3   41.8   44.2   22.1   26.1 1009.40      30      911
2010-09-01 17:58:00    336679080  ***  ***    1.0    1.0    1.0   37.3   37.3   40.6   43.7   21.6   25.8 1009.40      30      907
2010-09-01 17:58:30    336679110  ***  ***    0.8    0.8    0.8   37.5   37.5   40.9   44.4   21.9   26.0 1009.40      30      916
2010-09-01 17:59:00    336679140  ***  ***    0.0    0.0    0.0   38.2   38.2   40.8   45.9   22.5   26.6 1009.40      30      942
2010-09-01 17:59:30    336679170  ***  ***    1.1    1.1    1.1   37.8   37.8   38.7   44.0   21.4   25.8 1009.40      30      924
2010-09-01 18:00:00    336679200  ***  ***    1.0    1.0    1.0   38.1   38.1   40.3   45.5   22.2   26.4 1009.40      30      936
2010-09-01 18:00:30    336679230  ***  ***    0.0    0.0    0.0   38.4   38.4   40.3   46.2   22.5   26.6 1009.40      30      948
2010-09-01 18:01:00    336679260  ***  ***    0.0    0.0    0.0   39.0   39.0   38.9   46.9   22.5   26.7 1009.40      30      970
2010-09-01 18:01:30    336679290  ***  ***    0.0    0.0    0.0   39.7   39.7   40.0   49.2   23.5   27.5 1009.40      30      997
2010-09-01 18:02:00    336679320  ***  ***    0.0    0.0    0.0   39.4   39.4   38.9   47.8   22.8   27.0 1009.30      30      984
2010-09-01 18:02:30    336679350  ***  ***    1.0    1.0    1.0   39.1   39.1   36.9   46.2   21.7   26.3 1009.40      30      968
2010-09-01 18:03:00    336679380  ***  ***    0.8    0.8    0.8   39.2   39.2   37.7   46.8   22.1   26.6 1009.30      31      974
2010-09-01 18:03:30    336679410  ***  ***    0.0    0.0    0.0   40.6   40.6   39.7   51.1   24.2   28.2 1009.30      31     1035
2010-09-01 18:04:00    336679440  ***  ***    0.0    0.0    0.0   40.0   40.0   37.3   48.4   22.6   27.0 1009.40      30     1000
2010-09-01 18:04:30    336679470  ***  ***    0.7    0.7    0.7   40.4   40.4   36.6   48.9   22.7   27.2 1009.30      31     1017
2010-09-01 18:05:00    336679500  ***  ***    1.3    1.3    1.3   39.2   39.2   35.5   45.7   21.1   26.0 1009.30      31      966
2010-09-01 18:05:30    336679530  ***  ***    1.2    1.2    1.2   37.6   37.6   37.1   43.0   20.4   25.1 1009.30      31      911
2010-09-01 18:06:00    336679560  ***  ***    0.9    0.9    0.9   39.1   39.1   38.7   47.1   22.5   26.8 1009.20      31      974
2010-09-01 18:06:30    336679590  ***  ***    0.0    0.0    0.0   39.0   39.0   38.9   46.9   22.5   26.7 1009.20      32      972
2010-09-01 18:07:00    336679620  ***  ***    0.0    0.0    0.0   38.5   38.5   38.6   45.6   21.9   26.3 1009.30      31      952
2010-09-01 18:07:30    336679650  ***  ***    0.0    0.0    0.0   40.5   40.5   40.2   51.2   24.3   28.2 1009.30      31     1029
2010-09-01 18:08:00    336679680  ***  ***    0.0    0.0    0.0   37.9   37.9   38.3   44.2   21.3   25.7 1009.20      32      927
2010-09-01 18:08:30    336679710  ***  ***    0.0    0.0    0.0   37.0   37.0   40.2   43.0   21.2   25.5 1009.10      33      898
2010-09-01 18:09:00    336679740  ***  ***    0.9    0.9    0.9   37.4   37.4   41.6   44.3   22.1   26.1 1009.20      31      916
2010-09-01 18:09:30    336679770  ***  ***    1.4    1.4    1.4   36.8   36.8   40.0   42.5   21.0   25.3 1009.30      31      889
2010-09-01 18:10:00    336679800  ***  ***    1.2    1.2    1.2   35.2   35.2   41.7   39.8   20.2   24.4 1009.20      32      832
2010-09-01 18:10:30    336679830  ***  ***    1.1    1.1    1.1   35.3   35.3   43.6   40.6   21.0   24.9 1009.10      32      841
2010-09-01 18:11:00    336679860  ***  ***    0.0    0.0    0.0   36.6   36.6   44.3   43.8   22.4   26.1 1009.20      32      890
2010-09-01 18:11:30    336679890  ***  ***    0.0    0.0    0.0   37.8   37.8   43.8   46.3   23.4   27.0 1009.30      31      938
2010-09-01 18:12:00    336679920  ***  ***    0.0    0.0    0.0   38.6   38.6   41.4   47.2   23.1   27.0 1009.30      31      959
2010-09-01 18:12:30    336679950  ***  ***    0.9    0.9    0.9   37.3   37.3   39.5   43.3   21.2   25.6 1009.20      31      905
2010-09-01 18:13:00    336679980  ***  ***    0.0    0.0    0.0   39.6   39.6   39.9   48.8   23.4   27.4 1009.30      30      994
2010-09-01 18:13:30    336680010  ***  ***    1.0    1.0    1.0   39.3   39.3   39.1   47.7   22.8   27.0 1009.30      31      982
2010-09-01 18:14:00    336680040  ***  ***    0.0    0.0    0.0   39.3   39.3   40.9   48.7   23.5   27.4 1009.30      31      986
2010-09-01 18:14:30    336680070  ***  ***    1.1    1.1    1.1   40.6   40.6   40.6   51.6   24.6   28.4 1009.30      31     1036
2010-09-01 18:15:00    336680100  ***  ***    1.0    1.0    1.0   38.2   38.2   37.8   44.6   21.3   25.8 1009.30      31      936
2010-09-01 18:15:30    336680130  ***  ***    1.4    1.4    1.4   37.6   37.6   39.0   43.8   21.3   25.7 1009.20      32      918
2010-09-01 18:16:00    336680160  ***  ***    0.0    0.0    0.0   38.9   38.9   40.3   47.4   22.9   26.9 1009.20      31      969
2010-09-01 18:16:30    336680190  ***  ***    1.0    1.0    1.0   39.1   39.1   39.6   47.5   22.8   26.9 1009.20      32      977
2010-09-01 18:17:00    336680220  ***  ***    0.0    0.0    0.0   40.3   40.3   39.2   50.1   23.8   27.8 1009.30      31     1021
2010-09-01 18:17:30    336680250  ***  ***    1.0    1.0    1.0   38.8   38.8   38.7   46.4   22.2   26.5 1009.20      31      963
2010-09-01 18:18:00    336680280  ***  ***    0.0    0.0    0.0   39.1   39.1   39.8   47.6   23.0   27.1 1009.30      31      979
2010-09-01 18:18:30    336680310  ***  ***    0.9    0.9    0.9   39.1   39.1   39.7   47.6   22.9   27.0 1009.20      32      977
2010-09-01 18:19:00    336680340  ***  ***    1.6    1.6    1.6   38.1   38.1   38.9   44.8   21.6   26.0 1009.20      32      935
2010-09-01 18:19:30    336680370  ***  ***    0.0    0.0    0.0   37.5   37.5   40.1   44.0   21.7   25.9 1009.20      32      918
2010-09-01 18:20:00    336680400  ***  ***    0.9    0.9    0.9   38.9   38.9   39.3   46.9   22.5   26.7 1009.20      32      966
2010-09-01 18:20:30    336680430  ***  ***    0.8    0.8    0.8   38.0   38.0   39.6   44.9   21.8   26.1 1009.10      32      935
2010-09-01 18:21:00    336680460  ***  ***    1.2    1.2    1.2   37.3   37.3   38.8   43.1   20.9   25.3 1009.10      32      906
2010-09-01 18:21:30    336680490  ***  ***    0.7    0.7    0.7   37.9   37.9   40.8   45.2   22.3   26.4 1009.20      32      934
2010-09-01 18:22:00    336680520  ***  ***    0.0    0.0    0.0   38.6   38.6   41.3   47.1   23.0   26.9 1009.20      32      959
2010-09-01 18:22:30    336680550  ***  ***    0.7    0.7    0.7   38.2   38.2   40.1   45.6   22.3   26.4 1009.20      32      942
2010-09-01 18:23:00    336680580  ***  ***    0.9    0.9    0.9   38.0   38.0   38.8   44.6   21.6   26.0 1009.20      32      934
2010-09-01 18:23:30    336680610  ***  ***    0.0    0.0    0.0   38.5   38.5   39.6   46.1   22.3   26.5 1009.30      31      954
2010-09-01 18:24:00    336680640  ***  ***    1.3    1.3    1.3   37.2   37.2   38.2   42.6   20.6   25.2 1009.20      32      898
2010-09-01 18:24:30    336680670  ***  ***    1.6    1.6    1.6   37.6   37.6   39.7   44.1   21.6   25.9 1009.20      32      921
2010-09-01 18:25:00    336680700  ***  ***    0.7    0.7    0.7   38.4   38.4   39.7   46.0   22.3   26.5 1009.20      32      952
2010-09-01 18:25:30    336680730  ***  ***    1.1    1.1    1.1   37.8   37.8   39.3   44.3   21.6   25.9 1009.20      32      925
2010-09-01 18:26:00    336680760  ***  ***    1.5    1.5    1.5   37.4   37.4   39.7   43.6   21.4   25.7 1009.20      32      913
2010-09-01 18:26:30    336680790  ***  ***    1.0    1.0    1.0   37.4   37.4   38.6   43.2   21.0   25.4 1009.10      33      912
2010-09-01 18:27:00    336680820  ***  ***    1.3    1.3    1.3   37.4   37.4   39.0   43.4   21.1   25.5 1009.10      32      910
2010-09-01 18:27:30    336680850  ***  ***    2.1    2.1    2.1   36.4   36.4   38.3   41.1   19.9   24.5 1009.10      32      870
2010-09-01 18:28:00    336680880  ***  ***    1.2    1.2    1.2   36.7   36.7   39.2   42.0   20.6   25.0 1009.10      32      884
2010-09-01 18:28:30    336680910  ***  ***    2.5    2.5    2.5   36.4   36.4   39.8   41.6   20.6   25.0 1009.00      33      877
2010-09-01 18:29:00    336680940  ***  ***    0.8    0.8    0.8   37.1   37.1   40.7   43.4   21.5   25.7 1009.10      33      903
2010-09-01 18:29:30    336680970  ***  ***    1.3    1.3    1.3   36.5   36.5   39.3   41.7   20.4   24.9 1009.00      33      878
2010-09-01 18:30:00    336681000  ***  ***    0.9    0.9    0.9   37.2   37.2   40.4   43.4   21.5   25.7 1009.00      33      906
2010-09-01 18:30:30    336681030  ***  ***    0.8    0.8    0.8   37.7   37.7   40.4   44.5   21.9   26.1 1009.10      33      923
2010-09-01 18:31:00    336681060  ***  ***    1.2    1.2    1.2   36.9   36.9   38.8   42.3   20.6   25.1 1009.10      33      891
2010-09-01 18:31:30    336681090  ***  ***    2.1    2.1    2.1   36.8   36.8   38.6   42.0   20.4   24.9 1009.10      33      889
2010-09-01 18:32:00    336681120  ***  ***    1.3    1.3    1.3   37.5   37.5   39.5   43.8   21.4   25.7 1009.00      33      915
2010-09-01 18:32:30    336681150  ***  ***    0.7    0.7    0.7   37.1   37.1   38.5   42.6   20.6   25.1 1008.90      34      898
2010-09-01 18:33:00    336681180  ***  ***    1.2    1.2    1.2   37.3   37.3   40.0   43.5   21.4   25.7 1009.00      33      911
2010-09-01 18:33:30    336681210  ***  ***    1.4    1.4    1.4   36.3   36.3   39.2   41.2   20.2   24.7 1009.10      33      869
2010-09-01 18:34:00    336681240  ***  ***    1.0    1.0    1.0   36.6   36.6   39.9   42.0   20.8   25.1 1008.90      34      886
2010-09-01 18:34:30    336681270  ***  ***    1.5    1.5    1.5   36.5   36.5   39.3   41.7   20.4   24.9 1009.00      33      878
2010-09-01 18:35:00    336681300  ***  ***    1.3    1.3    1.3   36.6   36.6   40.5   42.3   21.0   25.2 1009.00      33      885
2010-09-01 18:35:30    336681330  ***  ***    1.0    1.0    1.0   37.3   37.3   40.0   43.5   21.4   25.7 1009.10      33      908
2010-09-01 18:36:00    336681360  ***  ***    1.0    1.0    1.0   38.1   38.1   39.9   45.3   22.1   26.3 1009.00      33      940
2010-09-01 18:36:30    336681390  ***  ***    1.3    1.3    1.3   37.3   37.3   38.1   42.8   20.6   25.2 1009.00      33      905
2010-09-01 18:37:00    336681420  ***  ***    1.0    1.0    1.0   37.8   37.8   38.9   44.1   21.4   25.8 1009.00      33      927
2010-09-01 18:37:30    336681450  ***  ***    1.1    1.1    1.1   38.0   38.0   38.2   44.3   21.3   25.8 1009.00      33      932
2010-09-01 18:38:00    336681480  ***  ***    0.7    0.7    0.7   38.9   38.9   38.5   46.5   22.2   26.6 1009.00      33      970
2010-09-01 18:38:30    336681510  ***  ***    1.2    1.2    1.2   37.6   37.6   37.4   43.1   20.5   25.2 1009.00      33      913
2010-09-01 18:39:00    336681540  ***  ***    1.8    1.8    1.8   37.5   37.5   38.9   43.5   21.1   25.5 1009.00      33      916
2010-09-01 18:39:30    336681570  ***  ***    0.0    0.0    0.0   36.7   36.7   39.3   42.1   20.6   25.0 1008.90      34      885
2010-09-01 18:40:00    336681600  ***  ***    0.0    0.0    0.0   37.3   37.3   40.4   43.6   21.5   25.8 1009.00      33      908
2010-09-01 18:40:30    336681630  ***  ***    0.0    0.0    0.0   38.1   38.1   41.3   45.9   22.6   26.6 1009.00      33      943
2010-09-01 18:41:00    336681660  ***  ***    0.0    0.0    0.0   37.3   37.3   39.6   43.3   21.2   25.6 1008.80      35      911
2010-09-01 18:41:30    336681690  ***  ***    0.0    0.0    0.0   38.1   38.1   40.4   45.5   22.3   26.4 1008.80      34      942
2010-09-01 18:42:00    336681720  ***  ***    1.3    1.3    1.3   36.5   36.5   39.8   41.8   20.6   25.0 1008.80      34      881
2010-09-01 18:42:30    336681750  ***  ***    0.0    0.0    0.0   36.6   36.6   41.3   42.6   21.3   25.4 1008.90      34      886
2010-09-01 18:43:00    336681780  ***  ***    0.0    0.0    0.0   37.3   37.3   41.3   44.0   22.0   26.0 1008.90      34      915
2010-09-01 18:43:30    336681810  ***  ***    0.0    0.0    0.0   37.3   37.3   39.2   43.2   21.1   25.5 1008.90      34      910
2010-09-01 18:44:00    336681840  ***  ***    0.8    0.8    0.8   37.3   37.3   40.5   43.7   21.6   25.8 1008.90      34      911
2010-09-01 18:44:30    336681870  ***  ***    0.0    0.0    0.0   37.5   37.5   41.5   44.6   22.2   26.2 1008.90      34      921
2010-09-01 18:45:00    336681900  ***  ***    0.0    0.0    0.0   38.3   38.3   41.7   46.6   23.0   26.9 1008.80      35      955
2010-09-01 18:45:30    336681930  ***  ***    0.0    0.0    0.0   37.5   37.5   41.3   44.5   22.1   26.1 1008.80      35      922
2010-09-01 18:46:00    336681960  ***  ***    1.8    1.8    1.8   36.8   36.8   40.2   42.6   21.0   25.3 1008.80      35      891
2010-09-01 18:46:30    336681990  ***  ***    1.2    1.2    1.2   35.7   35.7   41.2   40.7   20.5   24.7 1008.80      35      854
2010-09-01 18:47:00    336682020  ***  ***    0.9    0.9    0.9   36.7   36.7   42.9   43.4   22.0   25.9 1008.90      34      895
2010-09-01 18:47:30    336682050  ***  ***    0.9    0.9    0.8   37.3   37.3   42.2   44.4   22.3   26.2 1008.80      34      918
2010-09-01 18:48:00    336682080  ***  ***    2.0    2.0    2.0   36.0   36.0   40.9   41.2   20.7   24.9 1008.80      35      866
2010-09-01 18:48:30    336682110  ***  ***    0.9    0.9    0.9   36.3   36.3   42.0   42.2   21.3   25.3 1008.80      34      879
2010-09-01 18:49:00    336682140  ***  ***    1.0    1.0    1.0   36.7   36.7   42.4   43.2   21.8   25.8 1008.90      34      894
2010-09-01 18:49:30    336682170  ***  ***    1.2    1.2    1.2   36.2   36.2   41.7   41.9   21.1   25.2 1008.80      35      876
2010-09-01 18:50:00    336682200  ***  ***    1.2    1.2    1.2   36.3   36.3   42.0   42.2   21.4   25.4 1008.80      34      881
2010-09-01 18:50:30    336682230  ***  ***    0.0    0.0    0.0   38.1   38.1   41.8   46.1   22.8   26.7 1008.80      35      947
2010-09-01 18:51:00    336682260  ***  ***    0.0    0.0    0.0   38.5   38.5   42.3   47.4   23.4   27.2 1008.90      34      963
2010-09-01 18:51:30    336682290  ***  ***    1.2    1.2    1.2   38.1   38.1   40.3   45.5   22.2   26.4 1008.80      34      942
2010-09-01 18:52:00    336682320  ***  ***    1.7    1.7    1.7   37.1   37.1   38.6   42.6   20.7   25.2 1008.80      35      902
2010-09-01 18:52:30    336682350  ***  ***    1.5    1.5    1.5   37.7   37.7   39.7   44.3   21.7   26.0 1008.80      35      929
2010-09-01 18:53:00    336682380  ***  ***    1.2    1.2    1.2   37.1   37.1   38.8   42.7   20.7   25.2 1008.80      35      903
2010-09-01 18:53:30    336682410  ***  ***    0.8    0.8    0.8   37.2   37.2   38.3   42.7   20.6   25.2 1008.70      36      905
2010-09-01 18:54:00    336682440  ***  ***    0.0    0.0    0.0   38.5   38.5   41.8   47.1   23.3   27.1 1008.80      35      965
2010-09-01 18:54:30    336682470  ***  ***    0.0    0.0    0.0   38.0   38.0   40.0   45.1   22.0   26.2 1008.80      35      938
2010-09-01 18:55:00    336682500  ***  ***    1.6    1.6    1.6   37.2   37.2   38.7   42.8   20.8   25.3 1008.70      35      908
2010-09-01 18:55:30    336682530  ***  ***    1.5    1.5    1.5   36.9   36.9   39.2   42.4   20.7   25.1 1008.80      35      895
2010-09-01 18:56:00    336682560  ***  ***    1.5    1.5    1.5   37.1   37.1   39.1   42.8   20.8   25.3 1008.80      35      901
2010-09-01 18:56:30    336682590  ***  ***    1.1    1.1    1.1   36.5   36.5   37.5   41.0   19.7   24.5 1008.70      36      876
2010-09-01 18:57:00    336682620  ***  ***    1.3    1.3    1.3   37.0   37.0   38.8   42.5   20.6   25.1 1008.70      36      899
2010-09-01 18:57:30    336682650  ***  ***    0.9    0.9    0.9   36.9   36.9   39.1   42.4   20.7   25.1 1008.70      35      897
2010-09-01 18:58:00    336682680  ***  ***    1.2    1.2    1.2   36.4   36.4   39.1   41.4   20.2   24.7 1008.70      36      876
2010-09-01 18:58:30    336682710  ***  ***    3.0    3.0    3.0   35.0   35.0   38.5   38.4   18.8   23.5 1008.60      36      823
2010-09-01 18:59:00    336682740  ***  ***    1.1    1.1    1.1   36.0   36.0   41.8   41.5   21.0   25.1 1008.60      36      870
2010-09-01 18:59:30    336682770  ***  ***    2.1    2.1    2.1   35.4   35.4   39.8   39.6   19.7   24.2 1008.60      37      843
2010-09-01 19:00:00    336682800  ***  ***    1.3    1.3    1.3   36.0   36.0   41.2   41.3   20.7   24.9 1008.60      37      866
2010-09-01 19:00:30    336682830  ***  ***    0.0    0.0    0.0   36.9   36.9   41.6   43.3   21.7   25.8 1008.60      36      905
2010-09-01 19:01:00    336682860  ***  ***    2.2    2.2    2.2   36.7   36.7   40.5   42.5   21.1   25.3 1008.60      36      891
2010-09-01 19:01:30    336682890  ***  ***    0.0    0.0    0.0   37.7   37.7   41.2   44.9   22.3   26.3 1008.70      36      931
2010-09-01 19:02:00    336682920  ***  ***    1.0    1.0    1.0   38.3   38.3   39.4   45.5   22.0   26.3 1008.70      36      948
2010-09-01 19:02:30    336682950  ***  ***    1.8    1.8    1.8   36.9   36.9   38.8   42.3   20.6   25.1 1008.60      37      898
2010-09-01 19:03:00    336682980  ***  ***    0.6    0.6    0.6   37.7   37.7   40.0   44.4   21.8   26.0 1008.60      37      929
2010-09-01 19:03:30    336683010  ***  ***    1.0    1.0    1.0   37.6   37.6   38.3   43.5   21.0   25.5 1008.50      37      922
2010-09-01 19:04:00    336683040  ***  ***    1.0    1.0    1.0   36.8   36.8   37.9   41.7   20.1   24.8 1008.50      37      892
2010-09-01 19:04:30    336683070  ***  ***    0.0    0.0    0.0   37.6   37.6   40.1   44.2   21.7   25.9 1008.50      37      927
2010-09-01 19:05:00    336683100  ***  ***    1.3    1.3    1.3   36.6   36.6   38.7   41.6   20.3   24.8 1008.60      37      885
2010-09-01 19:05:30    336683130  ***  ***    0.9    0.9    0.9   37.1   37.1   39.3   42.9   21.0   25.4 1008.60      37      905
2010-09-01 19:06:00    336683160  ***  ***    0.9    0.9    0.9   37.9   37.9   39.6   44.7   21.8   26.0 1008.60      37      936
2010-09-01 19:06:30    336683190  ***  ***    0.0    0.0    0.0   38.7   38.7   39.6   46.6   22.5   26.7 1008.60      37      967
2010-09-01 19:07:00    336683220  ***  ***    1.3    1.3    1.3   38.0   38.0   37.7   44.1   21.1   25.7 1008.50      37      937
2010-09-01 19:07:30    336683250  ***  ***    1.3    1.3    1.3   37.0   37.0   38.7   42.4   20.6   25.1 1008.50      37      902
2010-09-01 19:08:00    336683280  ***  ***    1.1    1.1    1.1   37.0   37.0   38.6   42.4   20.5   25.0 1008.50      37      900
2010-09-01 19:08:30    336683310  ***  ***    0.9    0.9    0.9   37.7   37.7   39.1   44.0   21.4   25.8 1008.50      37      927
2010-09-01 19:09:00    336683340  ***  ***    1.2    1.2    1.2   37.9   37.9   38.7   44.3   21.4   25.8 1008.50      37      937
2010-09-01 19:09:30    336683370  ***  ***    1.2    1.2    1.2   37.3   37.3   39.0   43.2   21.0   25.4 1008.50      37      912
2010-09-01 19:10:00    336683400  ***  ***    1.6    1.6    1.6   36.8   36.8   39.2   42.2   20.7   25.1 1008.40      38      896
2010-09-01 19:10:30    336683430  ***  ***    0.0    0.0    0.0   38.7   38.7   41.1   47.3   23.1   27.0 1008.60      37      970
2010-09-01 19:11:00    336683460  ***  ***    1.4    1.4    1.4   38.4   38.4   38.1   45.2   21.6   26.1 1008.60      37      952
2010-09-01 19:11:30    336683490  ***  ***    1.1    1.1    1.1   37.3   37.3   37.3   42.5   20.3   25.0 1008.50      37      908
2010-09-01 19:12:00    336683520  ***  ***    1.0    1.0    1.0   37.2   37.2   38.6   42.8   20.8   25.3 1008.50      37      909
2010-09-01 19:12:30    336683550  ***  ***    1.2    1.2    1.2   36.2   36.2   38.9   40.9   19.9   24.5 1008.50      37      870
2010-09-01 19:13:00    336683580  ***  ***    1.7    1.7    1.7   36.4   36.4   40.0   41.7   20.6   25.0 1008.50      37      881
2010-09-01 19:13:30    336683610  ***  ***    1.7    1.7    1.7   36.5   36.5   40.9   42.3   21.0   25.2 1008.50      37      887
2010-09-01 19:14:00    336683640  ***  ***    1.4    1.4    1.4   36.2   36.2   40.1   41.3   20.5   24.8 1008.40      38      874
2010-09-01 19:14:30    336683670  ***  ***    1.1    1.1    1.1   36.9   36.9   40.9   43.1   21.4   25.6 1008.40      38      904
2010-09-01 19:15:00    336683700  ***  ***    1.2    1.2    1.2   36.3   36.3   40.4   41.6   20.7   25.0 1008.40      38      878
