FORMATTED DATE-TIME           DT   MG   TR     WS     CW     HW     TP     WC     RH     HI     DP     WB      BP      AL       DA
YYYY-MM-DD HH:MM:SS            s  Mag True    mph    mph    mph     °C     °C      %     °C     °C     °C      mb       m        m
2010-09-01 16:37:30    336674250  ***  ***    7.0    7.0    7.0   29.9   29.9   51.5   31.9   18.8   22.1 1009.90      26      639
2010-09-01 16:38:00    336674280  ***  ***    6.7    6.7    6.7   29.7   29.7   51.5   31.6   18.6   21.9 1009.90      26      629
2010-09-01 16:38:30    336674310  ***  ***    3.2    3.2    3.2   30.2   30.2   52.6   32.6   19.4   22.6 1010.00      25      651
2010-09-01 16:39:00    336674340  ***  ***    5.6    5.6    5.6   30.2   30.2   52.1   32.5   19.2   22.5 1009.90      25      651
2010-09-01 16:39:30    336674370  ***  ***    8.3    8.3    8.3   29.9   29.9   51.6   31.9   18.9   22.2 1010.00      25      639
2010-09-01 16:40:00    336674400  ***  ***    5.5    5.5    5.5   30.4   30.4   51.8   32.8   19.4   22.6 1010.00      25      659
2010-09-01 16:40:30    336674430  ***  ***    7.4    7.4    7.4   30.2   30.2   50.8   32.3   18.9   22.3 1010.10      24      649
2010-09-01 16:41:00    336674460  ***  ***    7.0    7.0    7.0   30.3   30.3   51.4   32.6   19.1   22.4 1010.00      25      652
2010-09-01 16:41:30    336674490  ***  ***    6.9    6.9    6.9   30.2   30.2   51.5   32.4   19.1   22.4 1010.00      25      650
2010-09-01 16:42:00    336674520  ***  ***   14.3   14.3   14.3   30.3   30.3   51.5   32.6   19.1   22.4 1010.10      24      651
2010-09-01 16:42:30    336674550  ***  ***    7.1    7.1    7.1   29.8   29.8   51.2   31.7   18.7   22.1 1010.00      25      635
2010-09-01 16:43:00    336674580  ***  ***    7.9    7.9    7.9   30.4   30.4   52.0   32.9   19.4   22.6 1010.00      25      657
2010-09-01 16:43:30    336674610  ***  ***    8.7    8.7    8.7   30.1   30.1   50.7   32.1   18.7   22.2 1010.00      25      644
2010-09-01 16:44:00    336674640  ***  ***    4.1    4.1    4.1   30.4   30.4   51.2   32.7   19.1   22.5 1010.00      25      655
2010-09-01 16:44:30    336674670  ***  ***    4.1    4.1    4.1   30.4   30.4   51.0   32.7   19.1   22.5 1010.00      25      656
2010-09-01 16:45:00    336674700  ***  ***   12.0   12.0   12.0   30.0   30.0   50.2   31.9   18.5   22.0 1009.90      25      639
2010-09-01 16:45:30    336674730  ***  ***    3.4    3.4    3.4   30.2   30.2   51.7   32.5   19.1   22.4 1010.00      25      650
2010-09-01 16:46:00    336674760  ***  ***    9.4    9.4    9.4   30.2   30.2   51.4   32.4   19.1   22.4 1010.10      24      648
2010-09-01 16:46:30    336674790  ***  ***    4.1    4.1    4.1   30.5   30.5   51.2   32.9   19.3   22.6 1009.90      26      664
2010-09-01 16:47:00    336674820  ***  ***    5.2    5.2    5.2   30.7   30.7   51.5   33.3   19.6   22.8 1009.90      26      672
2010-09-01 16:47:30    336674850  ***  ***    9.1    9.1    9.1   30.4   30.4   51.3   32.7   19.2   22.5 1010.00      25      657
2010-09-01 16:48:00    336674880  ***  ***   10.9   10.9   10.9   29.9   29.9   51.4   31.9   18.8   22.1 1010.00      25      638
2010-09-01 16:48:30    336674910  ***  ***   12.5   12.5   12.5   29.8   29.8   51.5   31.7   18.8   22.1 1010.10      24      634
2010-09-01 16:49:00    336674940  ***  ***    8.7    8.7    8.7   30.0   30.0   51.9   32.2   19.1   22.4 1010.10      24      642
2010-09-01 16:49:30    336674970  ***  ***    7.1    7.1    7.1   30.0   30.0   52.3   32.3   19.2   22.4 1009.90      25      644
2010-09-01 16:50:00    336675000  ***  ***    4.2    4.2    4.2   30.4   30.4   51.9   32.9   19.4   22.6 1010.00      25      658
2010-09-01 16:50:30    336675030  ***  ***    8.3    8.3    8.3   29.5   29.5   50.5   31.1   18.2   21.7 1010.00      25      623
2010-09-01 16:51:00    336675060  ***  ***    6.2    6.2    6.2   30.6   30.6   52.5   33.4   19.8   22.9 1010.00      25      668
2010-09-01 16:51:30    336675090  ***  ***    3.4    3.4    3.4   30.2   30.2   51.4   32.4   19.0   22.4 1009.90      25      649
2010-09-01 16:52:00    336675120  ***  ***    6.0    6.0    6.0   29.9   29.9   52.0   32.0   19.0   22.3 1010.00      25      639
2010-09-01 16:52:30    336675150  ***  ***    4.2    4.2    4.2   30.3   30.3   51.4   32.6   19.2   22.5 1010.00      25      653
2010-09-01 16:53:00    336675180  ***  ***    9.7    9.7    9.7   29.8   29.8   51.0   31.7   18.5   21.9 1010.00      25      632
2010-09-01 16:53:30    336675210  ***  ***   10.2   10.2   10.2   30.0   30.0   52.5   32.3   19.2   22.4 1009.90      26      642
2010-09-01 16:54:00    336675240  ***  ***   11.0   11.0   11.0   30.1   30.1   52.6   32.5   19.4   22.5 1010.00      25      650
2010-09-01 16:54:30    336675270  ***  ***   10.6   10.6   10.6   29.6   29.6   51.2   31.3   18.5   21.9 1010.00      25      627
2010-09-01 16:55:00    336675300  ***  ***   10.2   10.2   10.2   30.2   30.2   52.2   32.5   19.3   22.5 1010.10      24      648
2010-09-01 16:55:30    336675330  ***  ***    7.4    7.4    7.3   29.6   29.6   51.1   31.3   18.4   21.8 1010.00      25      625
2010-09-01 16:56:00    336675360  ***  ***    7.5    7.5    7.5   29.8   29.8   51.8   31.8   18.8   22.1 1010.00      25      634
2010-09-01 16:56:30    336675390  ***  ***    6.7    6.7    6.7   30.5   30.5   52.7   33.2   19.8   22.9 1010.00      25      665
2010-09-01 16:57:00    336675420  ***  ***    9.1    9.1    9.1   30.2   30.2   50.6   32.3   18.8   22.2 1010.00      25      648
2010-09-01 16:57:30    336675450  ***  ***    9.6    9.6    9.6   29.5   29.5   50.0   31.0   18.0   21.5 1010.00      25      620
2010-09-01 16:58:00    336675480  ***  ***    5.3    5.3    5.3   30.8   30.8   51.8   33.5   19.8   23.0 1010.00      25      676
2010-09-01 16:58:30    336675510  ***  ***    7.0    7.0    7.0   30.2   30.2   50.8   32.3   18.8   22.2 1010.00      25      648
2010-09-01 16:59:00    336675540  ***  ***    3.9    3.9    3.9   30.4   30.4   51.0   32.7   19.1   22.5 1010.00      25      657
2010-09-01 16:59:30    336675570  ***  ***    4.5    4.5    4.5   31.3   31.3   52.0   34.6   20.3   23.4 1010.00      25      695
2010-09-01 17:00:00    336675600  ***  ***    4.0    4.0    4.0   30.9   30.9   50.3   33.4   19.3   22.7 1010.00      25      674
2010-09-01 17:00:30    336675630  ***  ***    3.0    3.0    3.0   31.2   31.2   50.5   34.1   19.7   23.1 1009.90      25      689
2010-09-01 17:01:00    336675660  ***  ***    5.8    5.8    5.8   30.3   30.3   49.0   32.1   18.4   22.1 1009.90      26      651
2010-09-01 17:01:30    336675690  ***  ***    8.9    8.9    8.9   30.3   30.3   49.5   32.2   18.6   22.1 1009.90      26      653
2010-09-01 17:02:00    336675720  ***  ***    7.4    7.4    7.4   30.3   30.3   49.9   32.3   18.7   22.2 1009.80      26      654
2010-09-01 17:02:30    336675750  ***  ***    1.6    1.6    1.6   33.8   33.8   53.2   40.5   22.9   25.7 1010.00      25      792
2010-09-01 17:03:00    336675780  ***  ***    2.1    2.1    2.1   34.4   34.4   48.7   40.4   22.1   25.4 1010.20      24      806
2010-09-01 17:03:30    336675810  ***  ***    1.1    1.1    1.1   35.3   35.3   45.4   41.2   21.7   25.3 1010.10      24      835
2010-09-01 17:04:00    336675840  ***  ***    1.0    1.0    1.0   35.3   35.3   44.1   40.8   21.2   25.0 1010.10      24      830
2010-09-01 17:04:30    336675870  ***  ***    0.0    0.0    0.0   36.9   36.9   44.9   44.6   23.0   26.6 1010.00      25      898
2010-09-01 17:05:00    336675900  ***  ***    0.0    0.0    0.0   37.4   37.4   43.9   45.3   23.0   26.7 1010.00      25      913
2010-09-01 17:05:30    336675930  ***  ***    1.5    1.5    1.5   36.9   36.9   42.5   43.7   22.0   25.9 1010.00      25      889
2010-09-01 17:06:00    336675960  ***  ***    1.2    1.2    1.2   36.5   36.5   42.3   42.7   21.6   25.6 1010.00      25      874
2010-09-01 17:06:30    336675990  ***  ***    0.9    0.9    0.9   37.0   37.0   41.8   43.6   21.9   25.9 1010.00      25      894
2010-09-01 17:07:00    336676020  ***  ***    1.0    1.0    1.0   36.7   36.7   43.0   43.4   22.1   26.0 1010.00      25      885
2010-09-01 17:07:30    336676050  ***  ***    0.0    0.0    0.0   37.0   37.0   42.1   43.8   22.0   25.9 1010.00      25      894
2010-09-01 17:08:00    336676080  ***  ***    0.0    0.0    0.0   38.4   38.4   44.9   48.3   24.3   27.7 1010.00      25      956
2010-09-01 17:08:30    336676110  ***  ***    1.6    1.6    1.6   36.9   36.9   39.1   42.4   20.6   25.1 1009.90      25      882
2010-09-01 17:09:00    336676140  ***  ***    0.9    0.9    0.9   36.6   36.6   40.2   42.2   20.9   25.2 1009.90      25      875
2010-09-01 17:09:30    336676170  ***  ***    1.3    1.3    1.3   36.3   36.3   41.2   41.9   21.1   25.2 1009.90      25      867
2010-09-01 17:10:00    336676200  ***  ***    0.0    0.0    0.0   37.4   37.4   43.2   45.0   22.8   26.6 1009.90      25      911
2010-09-01 17:10:30    336676230  ***  ***    0.0    0.0    0.0   37.2   37.2   40.7   43.6   21.6   25.8 1009.90      25      900
2010-09-01 17:11:00    336676260  ***  ***    1.0    1.0    1.0   37.3   37.3   40.4   43.6   21.5   25.8 1009.90      26      900
2010-09-01 17:11:30    336676290  ***  ***    0.0    0.0    0.0   37.7   37.7   41.3   44.9   22.3   26.3 1009.90      26      919
2010-09-01 17:12:00    336676320  ***  ***    1.2    1.2    1.2   37.0   37.0   40.8   43.2   21.5   25.7 1009.90      26      893
2010-09-01 17:12:30    336676350  ***  ***    0.8    0.8    0.8   36.6   36.6   40.5   42.3   21.0   25.2 1009.80      26      878
2010-09-01 17:13:00    336676380  ***  ***    0.0    0.0    0.0   37.8   37.8   42.2   45.6   22.8   26.7 1009.80      26      928
2010-09-01 17:13:30    336676410  ***  ***    1.2    1.2    1.2   37.2   37.2   39.8   43.2   21.3   25.6 1009.80      26      898
2010-09-01 17:14:00    336676440  ***  ***    0.0    0.0    0.0   38.1   38.1   41.4   46.0   22.7   26.7 1009.80      27      935
2010-09-01 17:14:30    336676470  ***  ***    0.0    0.0    0.0   38.7   38.7   41.0   47.2   23.0   27.0 1009.80      26      957
2010-09-01 17:15:00    336676500  ***  ***    0.0    0.0    0.0   39.4   39.4   39.8   48.3   23.2   27.3 1009.80      26      982
2010-09-01 17:15:30    336676530  ***  ***    0.0    0.0    0.0   38.3   38.3   39.0   45.4   21.9   26.2 1009.80      27      938
2010-09-01 17:16:00    336676560  ***  ***    0.0    0.0    0.0   37.8   37.8   38.5   44.0   21.2   25.7 1009.70      27      917
2010-09-01 17:16:30    336676590  ***  ***    1.3    1.3    1.3   37.2   37.2   39.3   43.1   21.1   25.4 1009.70      27      898
2010-09-01 17:17:00    336676620  ***  ***    0.0    0.0    0.0   37.6   37.6   41.7   44.9   22.4   26.4 1009.80      27      921
2010-09-01 17:17:30    336676650  ***  ***    1.0    1.0    1.0   37.1   37.1   39.7   43.0   21.1   25.4 1009.70      27      895
2010-09-01 17:18:00    336676680  ***  ***    0.8    0.8    0.8   37.5   37.5   41.1   44.4   22.0   26.1 1009.70      27      913
2010-09-01 17:18:30    336676710  ***  ***    0.0    0.0    0.0   38.3   38.3   40.6   46.1   22.5   26.6 1009.80      27      943
2010-09-01 17:19:00    336676740  ***  ***    1.1    1.1    1.1   37.4   37.4   39.7   43.6   21.3   25.6 1009.70      27      905
2010-09-01 17:19:30    336676770  ***  ***    0.8    0.8    0.8   37.8   37.8   41.9   45.5   22.7   26.6 1009.80      27      927
2010-09-01 17:20:00    336676800  ***  ***    2.8    2.8    2.8   37.3   37.3   40.7   43.8   21.7   25.9 1009.70      27      906
2010-09-01 17:20:30    336676830  ***  ***    1.9    1.9    1.9   36.3   36.3   40.2   41.6   20.7   25.0 1009.70      27      867
2010-09-01 17:21:00    336676860  ***  ***    1.2    1.2    1.2   37.2   37.2   41.0   43.7   21.8   25.9 1009.80      27      902
2010-09-01 17:21:30    336676890  ***  ***    1.1    1.1    1.1   36.6   36.6   40.9   42.5   21.2   25.4 1009.80      27      877
2010-09-01 17:22:00    336676920  ***  ***    1.1    1.1    1.1   37.2   37.2   40.8   43.6   21.7   25.8 1009.80      27      901
2010-09-01 17:22:30    336676950  ***  ***    1.3    1.3    1.3   36.5   36.5   40.0   41.9   20.7   25.0 1009.70      27      872
2010-09-01 17:23:00    336676980  ***  ***    0.0    0.0    0.0   38.0   38.0   41.7   45.9   22.7   26.6 1009.70      27      934
2010-09-01 17:23:30    336677010  ***  ***    1.0    1.0    1.0   36.8   36.8   40.6   42.7   21.2   25.4 1009.80      26      885
2010-09-01 17:24:00    336677040  ***  ***    1.1    1.1    1.1   37.0   37.0   39.8   42.8   21.1   25.4 1009.80      27      892
2010-09-01 17:24:30    336677070  ***  ***    1.5    1.5    1.5   36.8   36.8   40.2   42.6   21.1   25.3 1009.70      27      885
2010-09-01 17:25:00    336677100  ***  ***    1.1    1.1    1.1   36.5   36.5   40.6   42.1   20.9   25.1 1009.70      27      874
2010-09-01 17:25:30    336677130  ***  ***    1.3    1.3    1.3   36.0   36.0   40.6   41.1   20.5   24.8 1009.70      28      854
2010-09-01 17:26:00    336677160  ***  ***    1.1    1.1    1.1   35.6   35.6   41.5   40.6   20.5   24.7 1009.70      27      841
2010-09-01 17:26:30    336677190  ***  ***    1.7    1.7    1.7   35.4   35.4   41.8   40.3   20.4   24.6 1009.70      27      835
2010-09-01 17:27:00    336677220  ***  ***    1.1    1.1    1.1   36.2   36.2   42.8   42.2   21.6   25.5 1009.80      27      868
2010-09-01 17:27:30    336677250  ***  ***    0.0    0.0    0.0   37.7   37.7   43.4   45.9   23.1   26.8 1009.80      27      926
2010-09-01 17:28:00    336677280  ***  ***    0.0    0.0    0.0   37.7   37.7   41.6   45.0   22.4   26.4 1009.80      27      921
2010-09-01 17:28:30    336677310  ***  ***    0.0    0.0    0.0   38.0   38.0   40.1   45.1   22.1   26.3 1009.80      27      931
2010-09-01 17:29:00    336677340  ***  ***    0.0    0.0    0.0   38.4   38.4   40.2   46.2   22.5   26.6 1009.80      26      943
2010-09-01 17:29:30    336677370  ***  ***    0.0    0.0    0.0   38.1   38.1   38.9   44.8   21.7   26.1 1009.80      27      931
2010-09-01 17:30:00    336677400  ***  ***    0.0    0.0    0.0   38.3   38.3   39.4   45.5   22.1   26.3 1009.80      27      940
2010-09-01 17:30:30    336677430  ***  ***    1.2    1.2    1.2   37.0   37.0   39.0   42.6   20.8   25.2 1009.80      27      889
2010-09-01 17:31:00    336677460  ***  ***    1.4    1.4    1.4   36.5   36.5   39.8   41.8   20.7   25.0 1009.70      27      874
2010-09-01 17:31:30    336677490  ***  ***    1.5    1.5    1.5   36.1   36.1   40.9   41.4   20.7   24.9 1009.80      27      860
2010-09-01 17:32:00    336677520  ***  ***    0.0    0.0    0.0   38.2   38.2   42.6   46.8   23.3   27.0 1009.80      27      945
2010-09-01 17:32:30    336677550  ***  ***    0.0    0.0    0.0   38.3   38.3   41.0   46.3   22.8   26.8 1009.80      27      945
2010-09-01 17:33:00    336677580  ***  ***    0.0    0.0    0.0   38.9   38.9   41.0   47.7   23.3   27.2 1009.80      27      967
